idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
49511	-10.166069226873896	-2508.95455581465	5	2	49511	kentisiä	kaupunkisi	5	8	10
49512	-inf	-inf	5	1	49512	varaurunnan	muuton	5	11	6
49513	-inf	-inf	5	1	49513	viittyi	taistelua	5	7	9
49514	-6.570668033065759	-2507.577924421068	5	2	49514	laittelia	valmistun	5	9	9
49515	-inf	-inf	5	1	49515	raatataluskunnassa	pelia	5	18	5
49516	-126.9215673170838	-2627.2231888118336	5	2	49516	karsinoissa	kirjoittaja	5	11	11
49517	0.8238102262882953	-2496.412921804148	5	2	49517	sanomalaisuudessa	osakki	5	17	6
49518	-inf	-inf	5	1	49518	louka	suomalaiset	5	5	11
49519	-inf	-inf	5	1	49519	kansanalla	kuulleeseen	5	10	11
49520	-112.41201020133174	-2612.9588062782973	5	2	49520	synttynyt	asettui	5	9	7
49521	-inf	-inf	5	1	49521	valloittavat	merkittävät	5	12	11
49522	-inf	-inf	5	1	49522	puistelu	jakalla	5	8	7
49523	-inf	-inf	5	1	49523	sääntöjä	kulltainen	5	8	10
49524	-inf	-inf	5	1	49524	konerd	hallinnollinen	5	6	14
49525	-inf	-inf	5	1	49525	eritoimet	kauppa	5	9	6
49526	-inf	-inf	5	1	49526	tieton	maailmasta	5	6	10
49527	-inf	-inf	5	1	49527	selkättivät	kristiltiin	5	11	11
49528	-inf	-inf	5	1	49528	makedia	karjaa	5	7	6
49529	-inf	-inf	5	1	49529	korjasta	vankean	5	8	7
49530	-inf	-inf	5	1	49530	kuvatui	avaituksian	5	7	11
49531	6.890094850166271	-2494.7835171800416	5	2	49531	muinen	kirjoittaja	5	6	11
49532	68.80121094691314	-2405.71597357513	5	3	49532	tasavallen	lukeita	5	10	7
49533	-inf	-inf	5	1	49533	taisteluussa	saapueen	5	12	8
49534	-inf	-inf	5	1	49534	merkitysten	valittiin	5	11	9
49535	80.09957404709277	-2396.2400197233314	5	3	49535	tarjautui	keskusten	5	9	9
49536	105.83068268356551	-2301.34107569272	5	6	49536	keikolle	kilpailu	5	8	8
49537	-inf	-inf	5	1	49537	vaihtoessa	rajalle	5	10	7
49538	-inf	-inf	5	1	49538	sisällistämin	pienimmillä	5	13	11
49539	80.02367053603038	-2344.9765737512075	5	5	49539	liitoon	siirretty	5	7	9
49540	-inf	-inf	5	1	49540	kanadadassa	poikea	5	11	6
49541	-inf	-inf	5	1	49541	napolin	vuoden	5	7	6
49542	-9.12855155280564	-2502.0569514870376	5	2	49542	napolevoimien	tehtävä	5	13	7
49543	-inf	-inf	5	1	49543	kansallia	tuottanut	5	9	9
49544	-3.4915505019805337	-2499.929238686017	5	2	49544	käyttäjilla	kuntaan	5	11	7
49545	70.2527555270849	-2407.008811660997	5	3	49545	pitäätyksiä	tehtaarista	5	11	11
49546	-inf	-inf	5	1	49546	vastakauden	tarvita	5	11	7
49547	-inf	-inf	5	1	49547	kaksinkolla	kohtaisella	5	11	11
49548	19.199302491126534	-2481.0040678623814	5	2	49548	opplaan	toimintaan	5	7	10
49549	-inf	-inf	5	1	49549	katsavallassa	sijaitsevat	5	13	11
49550	-2.628143592096864	-2501.1348993417705	5	2	49550	katkena	maalemman	5	7	9
49551	110.29416355588124	-2321.728233246104	5	5	49551	valvalla	luetta	5	8	6
49552	-inf	-inf	5	1	49552	laulajaksi	puolista	5	10	8
49553	-inf	-inf	5	1	49553	kasvatteli	paikka	5	10	6
49554	55.335948997534544	-2417.24048500869	5	3	49554	kielistö	sijaitsevat	5	8	11
49555	91.7052660167806	-2359.801900708155	5	4	49555	alemman	suunnittelussa	5	7	14
49556	10.810042440625804	-2490.513129811708	5	2	49556	perääntyä	valmentaja	5	9	10
49557	-inf	-inf	5	1	49557	asuntomaisten	yhdeksittyinen	5	13	14
49558	1.482325347092582	-2498.5857309588373	5	2	49558	laitenkin	siirto	5	9	6
49559	-inf	-inf	5	1	49559	jatkevan	suomen	5	8	6
49560	-inf	-inf	5	1	49560	kompenainen	levinnyt	5	11	8
49561	19.495595577894196	-2479.0899121123985	5	2	49561	paikallena	kokoon	5	10	6
49562	-inf	-inf	5	1	49562	linnoittiin	samalla	5	11	7
49563	-inf	-inf	5	1	49563	näyttynyt	liens	5	9	5
49564	-inf	-inf	5	1	49564	rakennettuna	suorta	5	12	6
49565	-inf	-inf	5	1	49565	sanosa	muuta	5	6	5
49566	-1.7466459991515857	-2502.874565886218	5	2	49566	alkupuristossa	tiedetään	5	14	9
49567	102.43675228593712	-2350.404653214214	5	4	49567	loppetoisen	poikassa	5	11	8
49568	-inf	-inf	5	1	49568	edenttin	perustettiin	5	8	12
49569	64.37057463332857	-2410.810720342085	5	3	49569	seniassa	oppilaita	5	8	9
49570	-inf	-inf	5	1	49570	sataksi	suunnitelta	5	7	11
49571	-inf	-inf	5	1	49571	vaakeneen	maksa	5	9	5
49572	-inf	-inf	5	1	49572	katsunut	asukkaat	5	8	8
49573	48.55614524550538	-2426.5185871120007	5	3	49573	aluetellin	valmistus	5	10	9
49574	-70.05354733465991	-2572.2612002828846	5	2	49574	silloispuolella	merkittävät	5	15	11
49575	49.2199322364979	-2430.784773774679	5	3	49575	vira	tuottava	5	4	8
49576	-inf	-inf	5	1	49576	kontenkin	taiteella	5	9	9
49577	-inf	-inf	5	1	49577	kolmenttiin	tuottelusta	5	11	11
49578	-inf	-inf	5	1	49578	kohoten	kieletä	5	7	7
49579	-inf	-inf	5	1	49579	erikanton	somerk	5	9	6
49580	-inf	-inf	5	1	49580	maailmansapuolella	kohtaa	5	18	6
49581	-inf	-inf	5	1	49581	kolusti	toimittajana	5	7	12
49582	-inf	-inf	5	1	49582	kotilaita	kuuluvaa	5	9	8
49583	14.103171742791693	-2481.100445566477	5	2	49583	tientä	tulevaisuuden	5	6	13
49584	-inf	-inf	5	1	49584	kettäin	yhteisöksi	5	7	10
49585	-inf	-inf	5	1	49585	sisäiltäytyi	merkittävästi	5	12	13
49586	12.511667681347776	-2488.5349049188235	5	2	49586	kehitosten	kenttänyt	5	10	9
49587	-inf	-inf	5	1	49587	parhaaja	lehtien	5	8	7
49588	-1.823908001173146	-2502.546545571693	5	2	49588	pelenin	saksalaiset	5	7	11
49589	-inf	-inf	5	1	49589	tullakin	kansalla	5	8	8
49590	-27.350023980741767	-2529.6235395631197	5	2	49590	tiedekokselle	henkilökohtaisen	5	13	16
49591	-inf	-inf	5	1	49591	maataluusta	koiraan	5	11	7
49592	-inf	-inf	5	1	49592	olomaan	pienistä	5	7	8
49593	5.888067515930065	-2493.2523034273386	5	2	49593	ilmanimuksen	kahdessa	5	12	8
49594	-inf	-inf	5	1	49594	ohjelon	asettaa	5	7	7
49595	11.979136473632556	-2490.166067620399	5	2	49595	valtakaussa	lähittää	5	11	8
49596	-inf	-inf	5	1	49596	pelastuivat	kuuta	5	11	5
49597	19.662645766330257	-2473.366860523341	5	2	49597	jakos	vaikeuksia	5	5	10
49598	-inf	-inf	5	1	49598	kuitin	auton	5	6	5
49599	-156.60229467887353	-2654.921199212705	5	2	49599	pystyttää	menestyneeksi	5	9	13
49600	-3.59980119794781	-2503.5386147253444	5	2	49600	pääkivät	valtaa	5	8	6
49601	62.63783704313492	-2415.982049294228	5	3	49601	sellin	autio	5	6	5
49602	-inf	-inf	5	1	49602	lehtokenttiin	polvitti	5	13	8
49603	80.77814329089225	-2367.416325450925	5	4	49603	kekottu	taistelusta	5	7	11
49604	-inf	-inf	5	1	49604	lisäältin	kuulusta	5	9	8
49605	-31.47997683444746	-2528.5758811079595	5	2	49605	luopumalla	espanjassa	5	10	10
49606	-inf	-inf	5	1	49606	salaisuuteen	keskeyksi	5	12	9
49607	-inf	-inf	5	1	49607	kenstittävällä	jolla	5	14	5
49608	74.81637708148385	-2400.792804227291	5	3	49608	esiittyä	osella	5	8	6
49609	-inf	-inf	5	1	49609	kintannin	puleisista	5	9	10
49610	-inf	-inf	5	1	49610	tekneet	saattua	5	7	7
49611	-46.28802153559218	-2546.533940843173	5	2	49611	tutkimaalta	tulleita	5	11	8
49612	-inf	-inf	5	1	49612	käsikyr	kaupunki	5	7	8
49613	-19.07200918812513	-2516.446799107822	5	2	49613	vieruutissa	kentään	5	11	7
49614	76.34984043791458	-2376.973624650177	5	4	49614	vierän	asukkaat	5	6	8
49615	-inf	-inf	5	1	49615	viedellä	vaalista	5	8	8
49616	-inf	-inf	5	1	49616	sanoaisen	vaikuttaa	5	9	9
49617	65.68675098107562	-2387.710697841049	5	4	49617	kamppalella	tulen	5	11	5
49618	-inf	-inf	5	1	49618	virhallisesti	kirjojen	5	13	8
49619	-inf	-inf	5	1	49619	viimekseen	tavalla	5	10	7
49620	-inf	-inf	5	1	49620	taloudeltaan	tapaksi	5	12	7
49621	47.61882053624618	-2427.804387771524	5	3	49621	laiset	luuettoon	5	6	9
49622	-inf	-inf	5	1	49622	espäin	kirjailla	5	6	9
49623	-inf	-inf	5	1	49623	suonnallisesti	amerikkalaista	5	14	14
49624	-inf	-inf	5	1	49624	havaan	puinainen	5	6	9
49625	-inf	-inf	5	1	49625	kuolemassaololla	laiten	5	16	6
49626	-inf	-inf	5	1	49626	suopalle	korkeita	5	8	8
49627	65.54089318280947	-2385.30141028664	5	4	49627	puutuin	sanottamaan	5	7	11
49628	-inf	-inf	5	1	49628	luoteteena	kaupungin	5	10	9
49629	58.25547694757814	-2421.853085720783	5	3	49629	suulli	näyttelyjä	5	6	10
49630	-inf	-inf	5	1	49630	selväistyt	tunnetuin	5	10	9
49631	-inf	-inf	5	1	49631	helpokuvaa	pelaava	5	10	7
49632	15.718260817044326	-2485.1833431834884	5	2	49632	päätöisön	henkilöitä	5	9	10
49633	-inf	-inf	5	1	49633	vedestynä	verran	5	9	6
49634	-inf	-inf	5	1	49634	laajettuaan	taajamassa	5	11	10
49635	-inf	-inf	5	1	49635	suutossa	taiteella	5	8	9
49636	-inf	-inf	5	1	49636	parhalaita	viikon	5	10	6
49637	-inf	-inf	5	1	49637	palvelujukseen	kaleva	5	14	6
49638	-inf	-inf	5	1	49638	vaakuntaa	taisteluihin	5	9	12
49639	-inf	-inf	5	1	49639	neuvostolin	joukko	5	11	6
49640	14.743139824570305	-2484.1744313768886	5	2	49640	solimittain	merkittyviä	5	11	11
49641	-inf	-inf	5	1	49641	vanhimaan	osia	5	9	4
49642	22.04536220444395	-2474.4348647731545	5	2	49642	maanlaskuvan	saaren	5	12	6
49643	-38.49585085235695	-2540.63079304446	5	2	49643	merkkitys	tekeminen	5	9	9
49644	-inf	-inf	5	1	49644	enestyi	selkän	5	7	6
49645	-inf	-inf	5	1	49645	sisällissokana	endland	5	14	7
49646	-inf	-inf	5	1	49646	ominaisuuten	rantavien	5	12	9
49647	-inf	-inf	5	1	49647	taetteita	vaatimaaleihin	5	9	14
49648	-inf	-inf	5	1	49648	parantaneet	valittui	5	11	8
49649	-12.109722212502083	-2509.177041350631	5	2	49649	levysti	saavuttaa	5	7	9
49650	-inf	-inf	5	1	49650	mistää	kielen	5	6	6
49651	-inf	-inf	5	1	49651	muutoihin	poliittisesti	5	9	13
49652	-inf	-inf	5	1	49652	virkalaisen	tarkoitusten	5	11	12
49653	-inf	-inf	5	1	49653	sisäittävä	etelä	5	10	5
49654	-inf	-inf	5	1	49654	lisäännttä	kommunisti	5	10	10
49655	-inf	-inf	5	1	49655	jaakoin	kauden	5	7	6
49656	-inf	-inf	5	1	49656	raskaitin	tuloksia	5	9	8
49657	-inf	-inf	5	1	49657	leopusten	alueelle	5	9	8
49658	-inf	-inf	5	1	49658	lappuilla	neljästä	5	9	8
49659	-inf	-inf	5	1	49659	harmoitus	saavutettu	5	9	10
49660	-inf	-inf	5	1	49660	kirkalle	lähteessään	5	8	11
49661	-inf	-inf	5	1	49661	kolmessan	tuloksen	5	9	8
49662	-13.53746026621081	-2513.8167302926418	5	2	49662	kirkomaileen	apellisen	5	12	9
49663	-16.047820851933675	-2515.310634724599	5	2	49663	sanai	saavuttaa	5	5	9
49664	8.780984934370956	-2487.3599273342006	5	2	49664	kulien	kuuluisaan	5	6	10
49665	-inf	-inf	5	1	49665	liikennettymin	sijaitsevat	5	14	11
49666	-inf	-inf	5	1	49666	lisällistä	tuhoaa	5	10	6
49667	-inf	-inf	5	1	49667	maailmancumenin	rencard	5	15	7
49668	24.98811331579885	-2469.96208837844	5	2	49668	saarikuun	kertaa	5	9	6
49669	23.735141280174496	-2473.784524625328	5	2	49669	mikattiin	päästä	5	9	6
49670	-inf	-inf	5	1	49670	tuomara	toimittaja	5	7	10
49671	-inf	-inf	5	1	49671	rikomalian	taistelujen	5	10	11
49672	-inf	-inf	5	1	49672	muuhetta	siirteitä	5	8	9
49673	-inf	-inf	5	1	49673	tilaisuuteen	paikka	5	12	6
49674	-inf	-inf	5	1	49674	vaikeusti	ranskassa	5	9	9
49675	1.0078257293100457	-2499.4333143442127	5	2	49675	heläksellä	heikko	5	10	6
49676	-inf	-inf	5	1	49676	harjaan	kaloja	5	7	6
49677	-inf	-inf	5	1	49677	muudokset	kaupungin	5	9	9
49678	-13.492453094410616	-2514.928368804262	5	2	49678	pailo	korkeuteen	5	5	10
49679	-inf	-inf	5	1	49679	linoa	tekevät	5	5	7
49680	-inf	-inf	5	1	49680	maataloi	rauha	5	8	5
49681	-inf	-inf	5	1	49681	kommua	tuhansa	5	6	7
49682	-inf	-inf	5	1	49682	päivan	pelikan	5	6	7
49683	-inf	-inf	5	1	49683	karkottiin	keisarin	5	10	8
49684	-inf	-inf	5	1	49684	esittien	olen	5	8	4
49685	-inf	-inf	5	1	49685	rantanalle	vastausta	5	10	9
49686	-inf	-inf	5	1	49686	luontona	puhensa	5	8	7
49687	63.06864120079539	-2415.8546701251703	5	3	49687	rootainen	alue	5	9	4
49688	-inf	-inf	5	1	49688	vesittivät	maatti	5	10	6
49689	-inf	-inf	5	1	49689	luotsin	suuttaen	5	7	8
49690	14.83399481936811	-2486.022963104532	5	2	49690	aiemaassa	kaleviinne	5	9	10
49691	-inf	-inf	5	1	49691	vanhaalissa	kuninkaalle	5	11	11
49692	-inf	-inf	5	1	49692	kokotaa	saman	5	7	5
49693	-inf	-inf	5	1	49693	avatus	rakentaa	5	6	8
49694	-inf	-inf	5	1	49694	riken	kuoleva	5	5	7
49695	-inf	-inf	5	1	49695	taintoa	isäpuolella	5	7	11
49696	-inf	-inf	5	1	49696	laajennesti	levettää	5	11	8
49697	-inf	-inf	5	1	49697	sattuvien	huomattava	5	9	10
49698	-inf	-inf	5	1	49698	seuraakunta	alannut	5	11	7
49699	-inf	-inf	5	1	49699	päätällä	kuningaaran	5	8	11
49700	-1.0407731336664374	-2503.505592895724	5	2	49700	korkeakaulun	merkittäviä	5	12	11
49701	15.990635932591188	-2484.954729892855	5	2	49701	käytty	hankkaut	5	6	8
49702	-inf	-inf	5	1	49702	kansantui	teholistan	5	9	10
49703	-inf	-inf	5	1	49703	piitiin	keskimetrin	5	7	11
49704	-inf	-inf	5	1	49704	pääsyyn	vaikutavat	5	7	10
49705	-inf	-inf	5	1	49705	katsottavalta	vaatimaan	5	13	9
49706	-inf	-inf	5	1	49706	virhalla	lahterin	5	8	8
49707	-inf	-inf	5	1	49707	heillä	suunnittelija	5	6	13
49708	-inf	-inf	5	1	49708	saatalaista	vallat	5	11	6
49709	-inf	-inf	5	1	49709	esinenneksi	valtaasesta	5	11	11
49710	-inf	-inf	5	1	49710	sosiassa	saadin	5	8	6
49711	-inf	-inf	5	1	49711	syöttöön	hiikkoa	5	8	7
49712	-inf	-inf	5	1	49712	vetäinen	kaupungiossa	5	8	12
49713	83.43700608012092	-2348.8659381772864	5	5	49713	oppilaiden	kouluun	5	10	7
49714	-inf	-inf	5	1	49714	karssina	linnan	5	8	6
49715	-inf	-inf	5	1	49715	amerikkiläinen	kulutui	5	14	7
49716	-inf	-inf	5	1	49716	vatsiolainen	karsin	5	12	6
49717	-inf	-inf	5	1	49717	metsiellä	valitsevalla	5	9	12
49718	-inf	-inf	5	1	49718	pidätys	metsän	5	7	6
49719	-inf	-inf	5	1	49719	puolustusvaltan	suomalaisen	5	15	11
49720	-inf	-inf	5	1	49720	neuvostoliittoa	kohteen	5	15	7
49721	21.97252136042812	-2482.069669167617	5	2	49721	paaliikka	kentänyt	5	9	8
49722	-30.915714139717448	-2536.1285998061658	5	2	49722	yhteistyöttä	presidentisellä	5	12	15
49723	-inf	-inf	5	1	49723	tilannelun	olevalle	5	10	8
49724	-35.17031726704609	-2537.700911451524	5	2	49724	merkittyy	kaupunginnalle	5	9	14
49725	-inf	-inf	5	1	49725	kulkeja	maailmaa	5	7	8
49726	-inf	-inf	5	1	49726	käsikirjoittautui	muotoon	5	17	7
49727	8.901251714188714	-2450.355683569277	5	4	49727	suunnitellita	tapahteet	5	13	9
49728	-inf	-inf	5	1	49728	näkyivät	koulun	5	8	6
49729	-inf	-inf	5	1	49729	tarkkoitukseen	päätä	5	14	5
49730	9.668349371485116	-2491.9051621570097	5	2	49730	ainena	pohjoismaa	5	6	10
49731	-inf	-inf	5	1	49731	lisäntiin	kaupunginvoittaja	5	9	17
49732	-inf	-inf	5	1	49732	saarettanut	tapauksen	5	11	9
49733	-inf	-inf	5	1	49733	valtaloi	mattiin	5	8	7
49734	-inf	-inf	5	1	49734	hovissa	kaupunkilaisen	5	7	14
49735	-110.08743215437693	-2609.22434468598	5	2	49735	mestaruussaleessa	kattoi	5	17	6
49736	-inf	-inf	5	2	49736	näytteliä	asian	5	9	5
49737	-inf	-inf	5	1	49737	keskittävan	hallitus	5	11	8
49738	-inf	-inf	5	1	49738	tammikään	maista	5	9	6
49739	-inf	-inf	5	1	49739	vapaasta	suuremman	5	8	9
49740	-inf	-inf	5	1	49740	saivet	mahdollisen	5	6	11
49741	-inf	-inf	5	1	49741	maatilastui	maikaan	5	11	7
49742	-inf	-inf	5	1	49742	tarjottamaan	vaikuttaa	5	12	9
49743	-inf	-inf	5	1	49743	puolistuttaa	kansainvälisissä	5	12	16
49744	67.24963025010992	-2389.383002666425	5	4	49744	tuema	tulosta	5	5	7
49745	-inf	-inf	5	1	49745	kuvannetta	pakoista	5	10	8
49746	-inf	-inf	5	1	49746	lausa	tuottaneet	5	5	10
49747	-inf	-inf	5	1	49747	saapuolleen	perärän	5	11	7
49748	-inf	-inf	5	1	49748	maalimkön	toimintaansa	5	9	12
49749	-inf	-inf	5	1	49749	satalasta	kahdeksan	5	9	9
49750	-inf	-inf	5	1	49750	valiosarjan	tuhoa	5	11	5
49751	-inf	-inf	5	1	49751	katsaval	seuraavat	5	8	9
49752	-14.735854639479756	-2515.871196008466	5	2	49752	erotteita	kantaisen	5	9	9
49753	-inf	-inf	5	1	49753	tunteloun	kentää	5	9	6
49754	-inf	-inf	5	1	49754	sosaalin	tutkimuksen	5	8	11
49755	-inf	-inf	5	1	49755	tuosin	perästyi	5	6	8
49756	-inf	-inf	5	1	49756	singapole	vaikutuksia	5	9	11
49757	71.90985927501272	-2363.671450078318	5	5	49757	kotimmaan	keskiset	5	9	8
49758	-inf	-inf	5	1	49758	kaudeksen	kansainväliset	5	9	14
49759	31.853369055666303	-2441.233157746756	5	3	49759	maininta	taukka	5	8	6
49760	-inf	-inf	5	1	49760	asukalla	pienemmin	5	8	9
49761	91.22640027544062	-2361.8789698702094	5	4	49761	survaa	seuraava	5	6	8
49762	-inf	-inf	5	1	49762	valtaineen	kolmanttaa	5	10	10
49763	-inf	-inf	5	1	49763	paikkolle	tarjotaa	5	9	8
49764	-inf	-inf	5	1	49764	tarkottamaan	korkeakoulu	5	12	11
49765	-inf	-inf	5	1	49765	karku	taisteleen	5	5	10
49766	-inf	-inf	5	1	49766	kritikoikka	muutettiin	5	11	10
49767	-inf	-inf	5	1	49767	tehotty	opiskelijoita	5	7	13
49768	-inf	-inf	5	1	49768	tapanka	kokonaine	5	7	9
49769	-inf	-inf	5	1	49769	taiomaiset	elämästä	5	10	8
49770	-inf	-inf	5	1	49770	aitui	venäläiset	5	5	10
49771	-inf	-inf	5	1	49771	pyrtti	alettu	5	6	6
49772	-inf	-inf	5	1	49772	pake	kirkot	5	4	6
49773	-inf	-inf	5	1	49773	matkeliikan	valtana	5	11	7
49774	-inf	-inf	5	1	49774	miehittäminen	omistuksen	5	13	10
49775	22.29611841284676	-2477.984964616816	5	2	49775	liigalla	mallia	5	8	6
49776	-inf	-inf	5	1	49776	mielin	pääosaston	5	6	10
49777	-3.4348608926725315	-2500.7205882877674	5	2	49777	maatilaalla	maaliseudun	5	11	11
49778	-inf	-inf	5	1	49778	korjakenta	vaihtoi	5	10	7
49779	-inf	-inf	5	1	49779	taisteluisesti	kaupan	5	14	6
49780	-inf	-inf	5	1	49780	sisamin	kasvatettu	5	7	10
49781	-inf	-inf	5	1	49781	oikemaan	kasvakille	5	8	10
49782	-inf	-inf	5	1	49782	mitan	kansainvälistä	5	5	14
49783	-inf	-inf	5	1	49783	minasta	rakennettiin	5	7	12
49784	-inf	-inf	5	1	49784	kaupunkisella	vallan	5	13	6
49785	-inf	-inf	5	1	49785	pakemia	asettui	5	7	7
49786	-inf	-inf	5	1	49786	taisteltaan	materiaalien	5	11	12
49787	-inf	-inf	5	1	49787	liikkeetty	kannalla	5	10	8
49788	-inf	-inf	5	1	49788	valtaasi	asettui	5	8	7
49789	-5.696152075832257	-2502.684662136651	5	2	49789	lisämään	noine	5	8	5
49790	23.68258888551565	-2478.2187591991283	5	2	49790	japanilaisissa	osasta	5	14	6
49791	-inf	-inf	5	1	49791	alkuversiot	valitsevalla	5	11	12
49792	-inf	-inf	5	1	49792	punheen	käyttämään	5	7	10
49793	-inf	-inf	5	1	49793	poliitikkiin	kehittävit	5	12	10
49794	-inf	-inf	5	1	49794	sentisen	siirtoissa	5	8	10
49795	-inf	-inf	5	1	49795	tällen	loppuvaan	5	6	9
49796	-inf	-inf	5	1	49796	pelkäaiset	asettui	5	10	7
49797	-inf	-inf	5	1	49797	markkinen	muodostuvat	5	9	11
49798	-inf	-inf	5	1	49798	asuttamaan	merkittäväksi	5	10	13
49799	-inf	-inf	5	1	49799	lempääläisiä	suunnitellissaan	5	12	16
49800	12.87591592898555	-2491.544002028667	5	2	49800	peruttuu	pinnalliset	5	8	11
49801	80.96045040425165	-2324.535262755776	5	6	49801	palaisilla	alle	5	10	4
49802	-inf	-inf	5	1	49802	vallattamuksen	kuolemaan	5	14	9
49803	-inf	-inf	5	1	49803	saavatuksissa	paikkakunnan	5	13	12
49804	-10.302678486107242	-2511.7730238332406	5	2	49804	pesittänyt	seuraavassa	5	10	11
49805	-inf	-inf	5	1	49805	konssat	olevasto	5	7	8
49806	-inf	-inf	5	1	49806	tukekuussa	sijainneet	5	10	10
49807	-inf	-inf	5	1	49807	sistasta	teknisten	5	8	9
49808	-inf	-inf	5	1	49808	näyttyviä	vanhemmat	5	9	9
49809	-inf	-inf	5	1	49809	sukulta	valitsia	5	7	8
49810	-inf	-inf	5	1	49810	käsittelyihin	käteen	5	13	6
49811	52.94742092168289	-2417.799657375398	5	3	49811	kullat	saattoi	5	6	7
49812	42.18790560801938	-2437.4778362538277	5	3	49812	valittaista	paikallisen	5	11	11
49813	-inf	-inf	5	1	49813	riittävistä	saattui	5	11	7
49814	-inf	-inf	5	1	49814	lisäittynyt	perheensä	5	11	9
49815	-inf	-inf	5	1	49815	kunnittaa	verrallinen	5	9	11
49816	-inf	-inf	5	1	49816	vakanteen	kansainväliset	5	9	14
49817	-inf	-inf	5	1	49817	reipeli	vuosinen	5	7	8
49818	-inf	-inf	5	1	49818	kokittanut	kauttaan	5	10	8
49819	-inf	-inf	5	1	49819	päätellyt	mikulla	5	9	7
49820	14.015105618660275	-2485.0404810174905	5	2	49820	mikusta	maksi	5	7	5
49821	-inf	-inf	5	1	49821	suosioitta	tunnetun	5	10	8
49822	80.30535885608676	-2379.429828156348	5	4	49822	piirittiin	ranskasta	5	10	9
49823	-inf	-inf	5	1	49823	neljäntelevät	tapanut	5	13	7
49824	-inf	-inf	5	1	49824	kanssallisen	suurimpia	5	12	9
49825	-inf	-inf	5	1	49825	palkituksen	pitkäin	5	11	7
49826	-inf	-inf	5	1	49826	kostuu	alkuperäistä	5	6	12
49827	76.10728711402733	-2382.61955118	5	4	49827	aleksanteria	kansaa	5	12	6
49828	-inf	-inf	5	1	49828	keskiinteitä	kominin	5	12	7
49829	26.668777311033665	-2472.28897299712	5	2	49829	pääkohkymmin	kausingo	5	12	8
49830	58.0520145923014	-2418.0658710065613	5	3	49830	konengemmin	mestaruussa	5	11	11
49831	66.62487919327965	-2343.222667441562	5	6	49831	esikuussa	muutamalla	5	9	10
49832	-inf	-inf	5	1	49832	mietteitä	kommun	5	9	6
49833	-inf	-inf	5	1	49833	menettiläiset	vankilaiset	5	13	11
49834	-inf	-inf	5	1	49834	loputtun	tuloksenaan	5	8	11
49835	-inf	-inf	5	1	49835	yhtiötyksen	saapue	5	11	6
49836	44.994191925567655	-2430.849610284536	5	3	49836	kornaan	lait	5	7	4
49837	-inf	-inf	5	1	49837	ylläpittää	palvelua	5	10	8
49838	32.21613412492304	-2441.708938161277	5	3	49838	vaikkuttamaan	kaupunki	5	13	8
49839	-inf	-inf	5	1	49839	isonsi	lähteet	5	6	7
49840	-inf	-inf	5	1	49840	tilannessa	asuneet	5	10	7
49841	-inf	-inf	5	1	49841	joukkaiseen	estivät	5	11	7
49842	-inf	-inf	5	1	49842	sijaille	valitsevat	5	8	10
49843	22.253586415357777	-2479.132747424053	5	2	49843	arvostanut	valtaasteen	5	10	11
49844	-inf	-inf	5	1	49844	maailmanlestarin	tuloksenaan	5	16	11
49845	-8.23665434094534	-2506.6692120892085	5	2	49845	palkoituksia	suunnittelussa	5	12	14
49846	94.99794403647064	-2357.286618766449	5	4	49846	puussa	kotimaalla	5	6	10
49847	-inf	-inf	5	1	49847	kevyä	heikkaa	5	5	7
49848	-inf	-inf	5	1	49848	kunnittu	perheen	5	8	7
49849	11.450315275661746	-2487.034951611305	5	2	49849	kuningatke	käyttäjä	5	10	8
49850	-inf	-inf	5	1	49850	samanlaajan	asuntui	5	11	7
49851	102.90214559433912	-2333.530502295218	5	5	49851	kooli	tuotiin	5	5	7
49852	-inf	-inf	5	1	49852	vaikuna	tarjata	5	7	7
49853	-inf	-inf	5	1	49853	koohtettu	linne	5	9	5
49854	-inf	-inf	5	1	49854	osaiseut	tapauksen	5	8	9
49855	86.96861615700162	-2367.018031858699	5	4	49855	ilmettynä	korkealla	5	9	9
49856	-inf	-inf	5	1	49856	suuralla	kuuluisaksi	5	8	11
49857	-inf	-inf	5	1	49857	keramikon	kaupungistin	5	9	12
49858	-inf	-inf	5	1	49858	lappeleiden	kevistä	5	11	7
49859	-38.874900614858575	-2536.47026560996	5	2	49859	kommitaan	kaikkaa	5	9	7
49860	-inf	-inf	5	1	49860	jälkeeni	laajentamisen	5	8	13
49861	-inf	-inf	5	1	49861	loivoihtoja	omet	5	11	4
49862	-inf	-inf	5	1	49862	peräsyt	laustali	5	7	8
49863	-inf	-inf	5	1	49863	kärkkeä	paikallista	5	7	11
49864	-inf	-inf	5	1	49864	tappui	avalla	5	6	6
49865	-inf	-inf	5	1	49865	kehoissa	alkuvaltaisen	5	8	13
49866	-inf	-inf	5	1	49866	maailmanmestaruuskilpailuihija	paloilla	5	30	8
49867	-inf	-inf	5	1	49867	lukeottaa	espanja	5	9	7
49868	-inf	-inf	5	1	49868	kesteen	munioksi	5	7	8
49869	37.628139216722175	-2462.711119066192	5	2	49869	hautausvaltalaisuus	suuren	5	19	6
49870	-inf	-inf	5	1	49870	neuvostoliittossa	vaikutukseen	5	17	12
49871	93.88407982403136	-2341.289021810863	5	5	49871	asettoneet	nykyistelee	5	10	11
